Region,Country,Year,Age,Gender,Literacy rate
Latin America and the Caribbean,Colombia,2011,25-64,total,94.10%
Latin America and the Caribbean,Colombia,2011,65+,female,77.25%
Latin America and the Caribbean,Colombia,2011,65+,male,79.19%
Latin America and the Caribbean,Colombia,2011,65+,total,78.13%
Latin America and the Caribbean,Colombia,2014,15+,female,94.48%
Latin America and the Caribbean,Colombia,2014,15+,male,93.87%
Latin America and the Caribbean,Colombia,2014,15+,total,94.19%
Latin America and the Caribbean,Colombia,2014,15-24,female,98.97%
Latin America and the Caribbean,Colombia,2014,15-24,male,98.11%
Latin America and the Caribbean,Colombia,2014,15-24,total,98.54%
Latin America and the Caribbean,Colombia,2014,25-64,female,95.38%
Latin America and the Caribbean,Colombia,2014,25-64,male,94.29%
Latin America and the Caribbean,Colombia,2014,25-64,total,94.86%
Latin America and the Caribbean,Colombia,2014,65+,female,79.60%
Latin America and the Caribbean,Colombia,2014,65+,male,80.18%
Latin America and the Caribbean,Colombia,2014,65+,total,79.86%
Latin America and the Caribbean,Colombia,2015,15+,female,94.42%
Latin America and the Caribbean,Colombia,2015,15+,male,94.06%
Latin America and the Caribbean,Colombia,2015,15+,total,94.25%
Latin America and the Caribbean,Colombia,2015,15-24,female,98.92%
Latin America and the Caribbean,Colombia,2015,15-24,male,98.16%
Latin America and the Caribbean,Colombia,2015,15-24,total,98.53%
Latin America and the Caribbean,Colombia,2015,25-64,female,95.33%
Latin America and the Caribbean,Colombia,2015,25-64,male,94.55%
Latin America and the Caribbean,Colombia,2015,25-64,total,94.95%
Latin America and the Caribbean,Colombia,2015,65+,female,79.90%
Latin America and the Caribbean,Colombia,2015,65+,male,80.74%
Latin America and the Caribbean,Colombia,2015,65+,total,80.28%
Latin America and the Caribbean,Colombia,2016,15+,female,94.89%
Latin America and the Caribbean,Colombia,2016,15+,male,94.40%
Latin America and the Caribbean,Colombia,2016,15+,total,94.65%
Latin America and the Caribbean,Colombia,2016,15-24,female,99.03%
Latin America and the Caribbean,Colombia,2016,15-24,male,98.31%
Latin America and the Caribbean,Colombia,2016,15-24,total,98.67%
Latin America and the Caribbean,Colombia,2016,25-64,female,95.86%
Latin America and the Caribbean,Colombia,2016,25-64,male,95.00%
Latin America and the Caribbean,Colombia,2016,25-64,total,95.44%
Latin America and the Caribbean,Colombia,2016,65+,female,81.44%
Latin America and the Caribbean,Colombia,2016,65+,male,81.41%
Latin America and the Caribbean,Colombia,2016,65+,total,81.43%
Latin America and the Caribbean,Colombia,2018,15+,female,95.32%
Latin America and the Caribbean,Colombia,2018,15+,male,94.85%
Latin America and the Caribbean,Colombia,2018,15+,total,95.09%
Latin America and the Caribbean,Colombia,2018,15-24,female,99.07%
Latin America and the Caribbean,Colombia,2018,15-24,male,98.63%
Latin America and the Caribbean,Colombia,2018,15-24,total,98.85%
Latin America and the Caribbean,Colombia,2018,25-64,female,96.30%
Latin America and the Caribbean,Colombia,2018,25-64,male,95.32%
Latin America and the Caribbean,Colombia,2018,25-64,total,95.82%
Latin America and the Caribbean,Colombia,2018,65+,female,83.21%
Latin America and the Caribbean,Colombia,2018,65+,male,83.44%
Latin America and the Caribbean,Colombia,2018,65+,total,83.32%
Latin America and the Caribbean,Costa Rica,2011,15+,female,97.50%
Latin America and the Caribbean,Costa Rica,2011,15+,male,97.31%
Latin America and the Caribbean,Costa Rica,2011,15+,total,97.41%
Latin America and the Caribbean,Costa Rica,2011,15-24,female,99.26%
Latin America and the Caribbean,Costa Rica,2011,15-24,male,99.01%
Latin America and the Caribbean,Costa Rica,2011,15-24,total,99.13%
Latin America and the Caribbean,Costa Rica,2011,25-64,female,97.91%
Latin America and the Caribbean,Costa Rica,2011,25-64,male,97.64%
Latin America and the Caribbean,Costa Rica,2011,25-64,total,97.78%
Latin America and the Caribbean,Costa Rica,2011,65+,female,90.49%
Latin America and the Caribbean,Costa Rica,2011,65+,male,90.24%
Latin America and the Caribbean,Costa Rica,2011,65+,total,90.37%
Latin America and the Caribbean,Costa Rica,2018,15+,female,97.92%
Latin America and the Caribbean,Costa Rica,2018,15+,male,97.80%
Latin America and the Caribbean,Costa Rica,2018,15+,total,97.86%
Latin America and the Caribbean,Costa Rica,2018,15-24,female,99.53%
Latin America and the Caribbean,Costa Rica,2018,15-24,male,99.34%
Latin America and the Caribbean,Costa Rica,2018,15-24,total,99.43%
Latin America and the Caribbean,Costa Rica,2018,25-64,female,98.37%
Latin America and the Caribbean,Costa Rica,2018,25-64,male,98.07%
Latin America and the Caribbean,Costa Rica,2018,25-64,total,98.22%
Latin America and the Caribbean,Costa Rica,2018,65+,female,93.18%
Latin America and the Caribbean,Costa Rica,2018,65+,male,93.42%
Latin America and the Caribbean,Costa Rica,2018,65+,total,93.29%
Latin America and the Caribbean,Cuba,2012,15+,female,99.80%
Latin America and the Caribbean,Cuba,2012,15+,male,99.71%
Latin America and the Caribbean,Cuba,2012,15+,total,99.75%
Latin America and the Caribbean,Cuba,2012,15-24,female,99.90%
Latin America and the Caribbean,Cuba,2012,15-24,male,99.86%
Latin America and the Caribbean,Cuba,2012,15-24,total,99.87%
Latin America and the Caribbean,Cuba,2012,25-64,female,99.77%
Latin America and the Caribbean,Cuba,2012,25-64,male,99.74%
Latin America and the Caribbean,Cuba,2012,25-64,total,99.75%
Latin America and the Caribbean,Cuba,2012,65+,female,99.17%
Latin America and the Caribbean,Cuba,2012,65+,male,99.15%
Latin America and the Caribbean,Cuba,2012,65+,total,99.16%
Latin America and the Caribbean,Dominican Republic,2010,15+,female,89.70%
Latin America and the Caribbean,Dominican Republic,2010,15+,male,89.38%
Latin America and the Caribbean,Dominican Republic,2010,15+,total,89.54%
Latin America and the Caribbean,Dominican Republic,2010,15-24,female,97.88%
Latin America and the Caribbean,Dominican Republic,2010,15-24,male,95.78%
Latin America and the Caribbean,Dominican Republic,2010,15-24,total,96.81%
Latin America and the Caribbean,Dominican Republic,2010,25-64,female,89.80%
Latin America and the Caribbean,Dominican Republic,2010,25-64,male,89.02%
Latin America and the Caribbean,Dominican Republic,2010,25-64,total,89.42%
Latin America and the Caribbean,Dominican Republic,2010,65+,female,67.37%
Latin America and the Caribbean,Dominican Republic,2010,65+,male,72.69%
Latin America and the Caribbean,Dominican Republic,2010,65+,total,69.95%
Latin America and the Caribbean,Dominican Republic,2011,15+,female,90.23%
Latin America and the Caribbean,Dominican Republic,2011,15+,male,89.99%
Latin America and the Caribbean,Dominican Republic,2011,15+,total,90.11%
Latin America and the Caribbean,Dominican Republic,2011,15-24,female,98.05%
Latin America and the Caribbean,Dominican Republic,2011,15-24,male,96.09%
Latin America and the Caribbean,Dominican Republic,2011,15-24,total,97.04%
Latin America and the Caribbean,Dominican Republic,2011,25-64,female,90.36%
Latin America and the Caribbean,Dominican Republic,2011,25-64,male,89.40%
Latin America and the Caribbean,Dominican Republic,2011,25-64,total,89.89%
Latin America and the Caribbean,Dominican Republic,2011,65+,female,69.60%
Latin America and the Caribbean,Dominican Republic,2011,65+,male,75.46%
Latin America and the Caribbean,Dominican Republic,2011,65+,total,72.39%
Latin America and the Caribbean,Dominican Republic,2012,15+,female,90.22%
Latin America and the Caribbean,Dominican Republic,2012,15+,male,90.08%
Latin America and the Caribbean,Dominican Republic,2012,15+,total,90.16%
Latin America and the Caribbean,Dominican Republic,2012,15-24,female,97.77%
Latin America and the Caribbean,Dominican Republic,2012,15-24,male,96.32%
Latin America and the Caribbean,Dominican Republic,2012,15-24,total,97.02%
Latin America and the Caribbean,Dominican Republic,2012,25-64,female,90.30%
Latin America and the Caribbean,Dominican Republic,2012,25-64,male,89.78%
Latin America and the Caribbean,Dominican Republic,2012,25-64,total,90.05%
Latin America and the Caribbean,Dominican Republic,2012,65+,female,71.58%
Latin America and the Caribbean,Dominican Republic,2012,65+,male,74.61%
Latin America and the Caribbean,Dominican Republic,2012,65+,total,73.04%
Latin America and the Caribbean,Dominican Republic,2013,15+,female,91.25%
Latin America and the Caribbean,Dominican Republic,2013,15+,male,90.46%
Latin America and the Caribbean,Dominican Republic,2013,15+,total,90.86%
Latin America and the Caribbean,Dominican Republic,2013,15-24,female,98.25%
Latin America and the Caribbean,Dominican Republic,2013,15-24,male,96.76%
Latin America and the Caribbean,Dominican Republic,2013,15-24,total,97.47%
Latin America and the Caribbean,Dominican Republic,2013,25-64,female,91.33%
Latin America and the Caribbean,Dominican Republic,2013,25-64,male,89.65%
Latin America and the Caribbean,Dominican Republic,2013,25-64,total,90.52%
Latin America and the Caribbean,Dominican Republic,2013,65+,female,74.79%
Latin America and the Caribbean,Dominican Republic,2013,65+,male,77.65%
Latin America and the Caribbean,Dominican Republic,2013,65+,total,76.15%
Latin America and the Caribbean,Dominican Republic,2014,15+,female,92.15%
Latin America and the Caribbean,Dominican Republic,2014,15+,male,91.37%
Latin America and the Caribbean,Dominican Republic,2014,15+,total,91.76%
Latin America and the Caribbean,Dominican Republic,2014,15-24,female,98.04%
Latin America and the Caribbean,Dominican Republic,2014,15-24,male,97.35%
Latin America and the Caribbean,Dominican Republic,2014,15-24,total,97.69%
Latin America and the Caribbean,Dominican Republic,2014,25-64,female,92.57%
Latin America and the Caribbean,Dominican Republic,2014,25-64,male,90.71%
Latin America and the Caribbean,Dominican Republic,2014,25-64,total,91.65%
Latin America and the Caribbean,Dominican Republic,2014,65+,female,77.61%
Latin America and the Caribbean,Dominican Republic,2014,65+,male,80.14%
Latin America and the Caribbean,Dominican Republic,2014,65+,total,78.80%
Latin America and the Caribbean,Dominican Republic,2015,15+,female,92.32%
Latin America and the Caribbean,Dominican Republic,2015,15+,male,91.65%
Latin America and the Caribbean,Dominican Republic,2015,15+,total,91.99%
Latin America and the Caribbean,Dominican Republic,2015,15-24,female,98.03%
Latin America and the Caribbean,Dominican Republic,2015,15-24,male,97.23%
Latin America and the Caribbean,Dominican Republic,2015,15-24,total,97.61%
Latin America and the Caribbean,Dominican Republic,2015,25-64,female,92.98%
Latin America and the Caribbean,Dominican Republic,2015,25-64,male,91.27%
Latin America and the Caribbean,Dominican Republic,2015,25-64,total,92.15%
Latin America and the Caribbean,Dominican Republic,2015,65+,female,77.16%
Latin America and the Caribbean,Dominican Republic,2015,65+,male,79.79%
Latin America and the Caribbean,Dominican Republic,2015,65+,total,78.39%
Latin America and the Caribbean,Dominican Republic,2016,15+,female,93.76%
Latin America and the Caribbean,Dominican Republic,2016,15+,male,93.79%
Latin America and the Caribbean,Dominican Republic,2016,15+,total,93.78%
Latin America and the Caribbean,Dominican Republic,2016,15-24,female,98.87%
Latin America and the Caribbean,Dominican Republic,2016,15-24,male,98.81%
Latin America and the Caribbean,Dominican Republic,2016,15-24,total,98.84%
Latin America and the Caribbean,Dominican Republic,2016,25-64,female,94.70%
Latin America and the Caribbean,Dominican Republic,2016,25-64,male,93.68%
Latin America and the Caribbean,Dominican Republic,2016,25-64,total,94.21%
Latin America and the Caribbean,Dominican Republic,2016,65+,female,78.01%
Latin America and the Caribbean,Dominican Republic,2016,65+,male,81.88%
Latin America and the Caribbean,Dominican Republic,2016,65+,total,79.82%
Latin America and the Caribbean,Ecuador,2010,15+,female,90.47%
Latin America and the Caribbean,Ecuador,2010,15+,male,93.32%
Latin America and the Caribbean,Ecuador,2010,15+,total,91.85%
Latin America and the Caribbean,Ecuador,2010,15-24,female,98.85%
Latin America and the Caribbean,Ecuador,2010,15-24,male,98.47%
Latin America and the Caribbean,Ecuador,2010,15-24,total,98.65%
Latin America and the Caribbean,Ecuador,2010,25-64,female,92.45%
Latin America and the Caribbean,Ecuador,2010,25-64,male,94.40%
Latin America and the Caribbean,Ecuador,2010,25-64,total,93.37%
Latin America and the Caribbean,Ecuador,2010,65+,female,66.63%
Latin America and the Caribbean,Ecuador,2010,65+,male,77.00%
Latin America and the Caribbean,Ecuador,2010,65+,total,71.51%
Latin America and the Caribbean,Ecuador,2011,15+,female,90.22%
Latin America and the Caribbean,Ecuador,2011,15+,male,93.05%
Latin America and the Caribbean,Ecuador,2011,15+,total,91.59%
Latin America and the Caribbean,Ecuador,2011,15-24,female,98.81%
Latin America and the Caribbean,Ecuador,2011,15-24,male,98.59%
Latin America and the Caribbean,Ecuador,2011,15-24,total,98.69%
Latin America and the Caribbean,Ecuador,2011,25-64,female,92.60%
Latin America and the Caribbean,Ecuador,2011,25-64,male,94.70%
Latin America and the Caribbean,Ecuador,2011,25-64,total,93.60%
Latin America and the Caribbean,Ecuador,2011,65+,female,64.93%
Latin America and the Caribbean,Ecuador,2011,65+,male,75.03%
Latin America and the Caribbean,Ecuador,2011,65+,total,69.73%
Latin America and the Caribbean,Ecuador,2012,15+,female,90.95%
Latin America and the Caribbean,Ecuador,2012,15+,male,93.25%
Latin America and the Caribbean,Ecuador,2012,15+,total,92.06%
Latin America and the Caribbean,Ecuador,2012,15-24,female,98.89%
Latin America and the Caribbean,Ecuador,2012,15-24,male,98.77%
Latin America and the Caribbean,Ecuador,2012,15-24,total,98.83%
Latin America and the Caribbean,Ecuador,2012,25-64,female,93.33%
Latin America and the Caribbean,Ecuador,2012,25-64,male,94.76%
Latin America and the Caribbean,Ecuador,2012,25-64,total,94.01%
Latin America and the Caribbean,Ecuador,2012,65+,female,69.58%
Latin America and the Caribbean,Ecuador,2012,65+,male,77.26%
Latin America and the Caribbean,Ecuador,2012,65+,total,73.20%
Latin America and the Caribbean,Ecuador,2013,15+,female,92.22%
Latin America and the Caribbean,Ecuador,2013,15+,male,94.43%
Latin America and the Caribbean,Ecuador,2013,15+,total,93.29%
Latin America and the Caribbean,Ecuador,2013,15-24,female,98.63%
Latin America and the Caribbean,Ecuador,2013,15-24,male,98.58%
Latin America and the Caribbean,Ecuador,2013,15-24,total,98.60%
Latin America and the Caribbean,Ecuador,2013,25-64,female,94.05%
Latin America and the Caribbean,Ecuador,2013,25-64,male,95.36%
Latin America and the Caribbean,Ecuador,2013,25-64,total,94.67%
Latin America and the Caribbean,Ecuador,2013,65+,female,69.72%
Latin America and the Caribbean,Ecuador,2013,65+,male,79.68%
Latin America and the Caribbean,Ecuador,2013,65+,total,74.50%
Latin America and the Caribbean,Ecuador,2014,15+,female,93.25%
